1,629937.173039389,4783720.6022978,0
1,629939.673986085,4783726.95085479,0
1,629944.579689219,4783732.04893844,0
1,629951.024436473,4783734.64607539,0
1,629958.815847333,4783734.54988514,0
1,629964.587262785,4783731.08703587,0
1,629967.761541283,4783725.98895222,0
1,629969.973917206,4783721.9489614,0
1,629973.629146992,4783719.4480147,0
1,629980.843416307,4783718.7746829,0
1,629987.095783046,4783721.2756296,0
1,629989.596729742,4783726.18133273,0
1,629991.61672515,4783731.18322612,0
1,629992.097676438,4783736.6660708,0
1,629985.941499956,4783737.3394026,0
1,629985.652929183,4783733.39560205,0
1,629984.498646093,4783728.87465994,0
1,629982.478650685,4783725.1232399,0
1,629979.785323474,4783723.87276655,0
1,629976.514854718,4783724.16133732,0
1,629972.95581519,4783726.08514247,0
1,629971.032010039,4783729.06704046,0
1,629967.47297051,4783735.51178771,0
1,629960.066320681,4783739.45558827,0
1,629950.639675443,4783739.74415904,0
1,629942.271123038,4783736.95464157,0
1,629935.537805011,4783730.31751381,0
1,629932.07495574,4783721.9489614,0
1,629937.173039389,4783720.6022978,0
