0,203.24145785877,265.8815489749453,1
0,239.39635535307525,307.8678815489772,1
0,281.9658314350798,334.10933940774714,1
0,337.94760820045565,343.4396355353098,1
0,398.59453302961276,339.9407744874738,1
0,435.33257403189066,303.2027334851959,1
0,445.8291571753987,246.6378132118474,1
0,419.00455580865605,176.66059225512754,1
0,367.68792710706157,162.08200455581095,1
0,285.4646924829158,172.57858769931892,1
0,223.65148063781328,187.7403189066082,1
0,177.58314350797275,212.8154897494328,1
0,203.24145785877,265.8815489749453,1
1,109.34409906625291,307.1810359624975,1
1,116.7229293978719,332.39203959552907,1
1,143.16373808617325,336.08145476133853,1
1,172.67905941264922,321.9386966257355,1
1,169.60454677447464,289.348862661085,1
1,151.15747094542718,266.5974691385931,1
1,111.18880664915766,270.9017868320375,1
1,109.34409906625291,307.1810359624975,1
2,394.6588718888538,407.4101479669888,1
2,400.807897165203,430.7764440171156,1
2,436.4722437680281,431.3913465447505,1
2,454.9193195970755,414.7889782986078,1
2,454.9193195970755,393.88229235902065,1
2,446.3106842101867,380.3544367510525,1
2,418.0251679389806,379.1246316957827,1
2,394.6588718888538,407.4101479669888,1
3,481.9750308130118,229.70331748049816,1
3,483.20483586828163,251.8398084753551,1
3,496.7326914762498,272.1315918873073,1
3,536.7013557725193,271.5166893596724,1
3,543.4652835765033,240.77156297792664,1
3,526.8629153303607,209.41153406854593,1
3,507.1860344460434,203.26250879219677,1
3,481.9750308130118,229.70331748049816,1
