WKT,z,
"LINESTRING (585838.51336384821 5036497.7904591858,585794.02961858513 5036517.3300482268,585747.46719363704 5036540.611260701,585742.06262645556 5036570.1285122307,585752.0402889445 5036607.129010627,585801.09712951479 5036659.5117386933,585900.87375440355 5036770.0974979438,585950.76206684788 5036828.3005291289,586058.02193860314 5036908.9533009138,586107.07877917343 5036935.9761368213,586147.82090100297 5036936.8076086957,586153.22546818445 5036915.605075907,586114.14629010309 5036829.54773694,586072.15696046245 5036665.3320418112,586079.64020732918 5036602.9716512561,586079.22447139211 5036520.2401997857,586066.33665734401 5036469.5204154672,586035.98793394037 5036420.0478389598,586002.72905897745 5036396.7666264856,585952.42501059605 5036390.5305874301,585914.5930403258 5036414.6432717787,585887.57020441839 5036449.5650904896,585860.13163257402 5036479.498077956,585838.51336384821 5036497.7904591858)",206.472
"LINESTRING (585728.75907647063 5036459.9584889151,585742.06262645568 5036453.3067139219,585767.42251861491 5036449.9808264263,585826.8727576111 5036417.1376874,585876.76107005542 5036353.9458249705,585903.78390596283 5036333.9904999929,585934.9641012405 5036336.9006515518,585989.00977305521 5036347.709785915,586053.4488432958 5036372.2382062003,586095.02243699948 5036385.9574921224,586122.46100884385 5036417.1376874,586120.79806509567 5036467.4417357817,586119.1351213475 5036494.880307626,586119.1351213475 5036534.7909575813,586129.11278383643 5036590.0838372074,586136.18029476609 5036644.1295090225,586151.56252443639 5036706.9056355143,586164.45033848449 5036768.0188182592,586183.15845565114 5036820.4015463255,586221.82189779554 5036880.2675212584,586248.84473370283 5036930.1558337035,586248.42899776576 5036976.3025227142,586228.05793685105 5037004.1568304952,586203.11378062889 5037016.2131726695,586134.93308695499 5037005.4040383063,586045.54986049212 5036971.7294274066,585956.99810590339 5036910.2005087249,585889.23314816656 5036854.491893162,585841.83925134444 5036802.1091650957,585788.62505140388 5036755.5467401473,585730.83775615576 5036684.0401589777,585696.74740931881 5036630.8259590371,585659.33117498562 5036590.9153090818,585633.55554688931 5036541.4427325744,585634.38701876346 5036506.9366498003,585665.98294997821 5036474.5092467116,585728.75907647063 5036459.9584889151)",212.568
"LINESTRING (585693.42152182269 5036445.82346706,585714.20831867424 5036439.5874280045,585760.77074362233 5036426.6996139558,585797.35550608148 5036401.547589764,585850.36183805356 5036366.0021671476,585878.83974974055 5036338.5635953033,585905.65471767948 5036321.3105539158,585932.4696856183 5036320.0633461056,585977.99277072377 5036323.5971015701,586014.36966521444 5036336.9006515555,586039.31382143649 5036336.9006515546,586095.02243699937 5036336.0691796802,586191.47317439178 5036300.315889095,586268.80005868047 5036300.315889095,586362.75638045068 5036341.889482799,586473.34213970229 5036422.5422545839,586504.93807091704 5036500.7006107466,586499.11776779848 5036579.6904387837,586434.26296162093 5036588.8366293982,586393.52083979128 5036543.9371481985,586339.47516797658 5036494.0488357544,586284.59802428784 5036430.0255014505,586213.92291499174 5036386.7889639987,586149.8995806881 5036405.9128171029,586136.59603070305 5036442.4975795625,586132.43867133267 5036533.1280138362,586137.01176664012 5036577.6117590992,586147.40516506601 5036619.1853528023,586165.28181035852 5036685.2873667916,586188.56302283262 5036774.2548573175,586223.06910560664 5036833.7050963128,586264.22696337325 5036867.7954431502,586293.74421490275 5036889.4137118766,586351.1157742138 5036925.9984743353,586398.50967103592 5036963.4147086702,586447.15077566914 5037000.4152070666,586487.89289749868 5037032.8426101552,586531.54517088749 5037093.9557929002,586537.36547400593 5037123.4730444299,586534.03958650969 5037156.3161834553,586519.48882871342 5037199.1369849704,586495.37614436541 5037254.8456005333,586475.42081938765 5037281.8684364408,586453.80255066173 5037285.1943239365,586418.46499601367 5037265.6547348956,586356.10460545821 5037212.0247990182,586302.05893364351 5037167.1253178185,586231.3838243474 5037102.6862475779,586135.76455882913 5037036.5842335895,586038.48234956258 5036992.9319602,585950.76206684811 5036929.3243618337,585868.86208725197 5036869.4583869008,585787.79357952985 5036777.9964807527,585751.62455300777 5036731.4340558043,585718.36567804485 5036683.6244230457,585682.61238745973 5036636.6462621605,585654.34234374121 5036608.7919543786,585636.88143438578 5036587.5894215899,585621.91494065244 5036565.13968099,585619.42052503023 5036536.4539013337,585621.91494065244 5036498.6219310639,585648.1063046857 5036469.1046795342,585693.42152182269 5036445.82346706)",215.616
"LINESTRING (585562.46470165625 5036463.7001123531,585551.23983135633 5036473.262038908,585534.61039387493 5036497.7904591933,585565.37485321553 5036553.0833388194,585622.74641252658 5036613.3650496891,585668.47736560053 5036664.5005699443,585702.56771243748 5036703.1640120884,585756.19764831522 5036773.4233854478,585856.39000914095 5036907.2903571734,585939.95293248526 5036984.6172414618,586039.72955737391 5037060.696917939,586156.96709161811 5037135.1136506684,586248.42899776599 5037176.2715084348,586319.10410706222 5037283.5313801905,586390.19495229539 5037409.4993691118,586450.89239910268 5037458.1404737448,586595.98424112832 5037540.4561892776,586621.34413328755 5037523.4110158598,586610.53499892459 5037478.9272705968,586566.88272553578 5037384.1394769521,586529.46649120259 5037291.4303629929,586526.97207558039 5037235.3060114933,586536.11826619518 5037207.4517037114,586547.75887243217 5037176.2715084339,586573.95023646543 5037125.5517241154,586588.5009942617 5037101.8547757044,586595.15276925429 5037063.607069497,586597.64718487661 5037029.5167226596,586608.0405833025 5036990.021808641,586635.47915514687 5036907.7060931083,586637.97357076907 5036870.2898587743,586619.26545360242 5036791.7157666748,586602.63601612102 5036721.8721292531,586598.06292081357 5036674.4782324303,586596.39997706539 5036569.7127762977,586597.64718487649 5036510.6782732382,586586.83805051353 5036460.3742248565,586554.82638336183 5036417.969159279,586521.5675083989 5036381.3843968203,586463.78021315089 5036341.0580109274,586417.63352413988 5036319.8554781387,586328.66603361408 5036255.0006719613,586260.0696040031 5036246.6859532194,586197.70921344764 5036253.3377282126,586111.23613854416 5036305.3047203422,586075.89858389611 5036319.439742201,586028.08895113692 5036325.2600453198,586006.47068241099 5036323.1813656343,585959.90825746302 5036316.5295906421,585909.60420908162 5036305.3047203422,585854.72706539277 5036343.9681624863,585822.71539824095 5036372.238206205,585765.75957486697 5036398.0138343005,585695.08446557086 5036413.3960639713,585658.91543904867 5036423.7894623969,585604.45403129689 5036450.3965623677,585562.46470165625 5036463.7001123531)",221.712
"LINESTRING (586322.84573049529 5036533.5437497729,586309.12644457316 5036521.9031435354,586278.77772116952 5036503.1950263688,586232.21529622155 5036472.8463029647,586190.64170251787 5036457.8798092315,586174.01226503646 5036504.0264982432,586186.06860721041 5036558.487905995,586194.79906188825 5036604.6345950058,586199.78789313266 5036652.0284918277,586213.09144311782 5036707.3213714538,586234.29397590656 5036758.0411557714,586249.67620557698 5036787.9741432387,586267.96858680656 5036809.1766760275,586306.21629301389 5036837.4467197461,586334.07060079533 5036863.2223478416,586389.77921635809 5036879.4360493859,586453.38681472465 5036875.6944259526,586487.06142562465 5036849.5030619195,586509.92690216156 5036812.0868275864,586515.33146934304 5036768.8502901355,586502.44365529495 5036726.445224558,586441.33047255059 5036649.1183402687,586415.5548444544 5036617.5224090545,586388.53200854699 5036582.6005903436,586322.84573049529 5036533.5437497729)",221.712
"LINESTRING (587152.96646276768 5039103.2595435847,587162.9441252565 5039084.1356904805,587207.01213458227 5039063.3488936294,587261.05780639686 5039052.5397592662,587332.56438756699 5039046.7194561474,587401.57655311492 5039038.4047374064,587423.19482184073 5039053.3712311396,587443.98161869252 5039081.6412748583,587474.74607803323 5039113.2372060735,587503.01612175163 5039147.32755291,587537.93794046261 5039187.2382028652,587574.52270292176 5039210.5194153395,587627.73690286232 5039217.1711903317,587643.53486846958 5039232.1376840658,587656.00694658072 5039263.7336152801,587625.24248724012 5039296.9924902432,587590.32066852914 5039301.9813214876,587518.814087359 5039287.0148277543,587432.34101245552 5039267.0595027767,587375.80092501873 5039254.5874246657,587328.40702819661 5039254.5874246657,587273.529884508 5039237.9579871837,587233.61923455261 5039198.0473372284,587196.20300021931 5039140.6757779177,587152.96646276768 5039103.2595435847)",224.760
"LINESTRING (583516.81078308227 5035578.9855697127,583540.64288019028 5035572.1763991108,583635.9712686222 5035582.3901550137,583687.04004813929 5035586.9296020819,583714.27673054847 5035599.4130815193,583724.49048645189 5035633.4589345306,583700.65838934388 5035676.5836816784,583694.98408050858 5035710.6295346897,583761.94092476438 5035802.5533378208,583834.57207785547 5035858.161564406,583902.6637838782 5035902.4211733211,583932.17018982151 5035926.2532704286,583914.01240154868 5035943.2761969352,583826.62804548605 5035954.6248146053,583749.45744532684 5035948.9505057698,583650.72447159374 5035900.1514497874,583537.2382948891 5035825.250573162,583470.28145063331 5035778.7212407133,583414.67322404799 5035763.9680377413,583373.81820043433 5035744.675387702,583334.09803858772 5035711.764396457,583281.89439730346 5035701.5506405542,583247.84854429204 5035703.8203640878,583224.01644718414 5035700.4157787869,583202.45407361025 5035675.448819912,583221.74672365002 5035624.3800403941,583263.73660903075 5035571.0415373435,583330.69345328654 5035564.2323667407,583398.78515930939 5035593.7387726847,583423.75211818435 5035610.7616991904,583471.41631240037 5035600.5479432866,583516.81078308227 5035578.9855697127)",227.808
"LINESTRING (585872.39584271656 5035395.0508861942,585861.79457632208 5035382.1630721455,585855.14280132949 5035355.7638401445,585848.6988943055 5035320.426285496,585831.44585291843 5035296.729337085,585832.48519276106 5035267.4199535241,585858.46868882584 5035285.2965988172,585884.66005285911 5035319.8026815914,585899.62654659245 5035348.9041971834,585906.90192549059 5035380.9158643354,585872.39584271656 5035395.0508861942)",227.808
"LINESTRING (584414.61777949939 5035480.2767532896,584415.44925137341 5035455.3325970676,584437.89899197337 5035442.0290470831,584464.50609194371 5035439.5346314609,584501.92232627701 5035465.3102595564,584521.87765125465 5035489.422943905,584534.34972936579 5035526.0077063637,584556.79946996574 5035600.8401750308,584574.26037932129 5035646.5711281048,584549.31622309913 5035692.3020811789,584571.76596369909 5035705.6056311633,584640.77812924702 5035695.6279686745,584677.36289170629 5035735.5386186298,584679.02583545435 5035779.606627956,584657.40756672854 5035851.944681,584604.19336678786 5035914.305071556,584529.36089812138 5035947.563946519,584479.47258567705 5035935.9233402815,584427.08985761041 5035886.0350278374,584413.78630762524 5035792.9101779414,584436.2360482252 5035640.750824986,584414.61777949939 5035480.2767532896)",227.808
"LINESTRING (584994.98514760192 5036249.3882368105,584986.67042886117 5036226.9384962106,585011.61458508333 5036227.7699680841,585037.39021317963 5036242.7364618182,585054.85112253518 5036271.8379774103,585067.32320064621 5036291.7933023879,585027.4125506907 5036271.8379774103,585011.61458508333 5036264.3547305437,584994.98514760192 5036249.3882368105)",227.808
